,mean_latent_error,test_mean_latent_error,random_latent_loss,random_mean_1_latent_loss,train_loss,test_loss,train_reconstruction_mse_loss,test_reconstruction_mse_loss,train_kl_divergence_error,test_kl_divergence_error
0,0.0,0.04104648157954216,0.38782092928886414,0.6853470206260681,179.06572643229165,162.74826396484374,0.05447733402252197,0.047298792749643326,4.200680520796279,5.312319842529297
1,0.0,0.034683868288993835,0.0389317125082016,0.02916121855378151,158.00534549153645,154.93289970703125,0.04495333135128021,0.04355969280004501,5.462924044291178,5.740678149414062
2,0.0,0.02727341093122959,0.03780311346054077,0.028360487893223763,152.92503110351564,151.58120078125,0.04247702658176422,0.0418003648519516,5.790628278605143,6.059675830078125
3,0.0,0.03130380064249039,0.03201305866241455,0.02763836830854416,149.7387209309896,149.27287734375,0.04089725390076637,0.040772199630737305,6.042393347167969,5.899069506835938
4,0.0,0.02190762758255005,0.027108659967780113,0.025264548137784004,147.6070680501302,147.70103984375,0.03987012058496475,0.04002385586500168,6.174850229899088,6.072475714111328
5,0.0,0.028740055859088898,0.023124488070607185,0.023778213188052177,146.13298499348957,146.19158525390625,0.03915578871965408,0.03934793919324875,6.266175030517578,6.095532995605469
6,0.0,0.017013872042298317,0.020662982016801834,0.022849805653095245,145.04578307291666,144.84166513671875,0.03863774985074997,0.03863958641886711,6.363145362345378,6.284718731689453
7,0.0,0.01682797260582447,0.019457519054412842,0.02090964838862419,144.00715978190104,143.90357373046874,0.03815923631191254,0.03812004253268242,6.433889412434896,6.493144738769531
8,0.0,0.01171292457729578,0.016959315165877342,0.018643667921423912,143.17833198242187,144.24169384765625,0.037760939449071884,0.03821057081222534,6.482534537760417,6.596822412109375
9,0.0,0.012452618218958378,0.01577874831855297,0.01825181022286415,142.61477376302082,143.72446689453125,0.037501756101846695,0.038018520921468735,6.52944506632487,6.558367987060547
10,0.0,0.012133755721151829,0.016095854341983795,0.01830286905169487,142.2347400065104,143.0578505859375,0.03733449801802635,0.03766267001628876,6.559752064005534,6.6690605346679686
11,0.0,0.013201850466430187,0.01429348811507225,0.016651254147291183,141.63293020833333,142.32565947265624,0.03704829141497612,0.03742922842502594,6.60239628499349,6.459609704589844
12,0.0,0.012881539762020111,0.014076120220124722,0.017169862985610962,141.1301463704427,142.48609306640626,0.036815498024225235,0.037448156625032425,6.638778619384766,6.617445495605469
13,0.0,0.012704708613455296,0.013865272514522076,0.016494059935212135,140.7348139160156,141.54822998046876,0.03661647439002991,0.0370311476290226,6.676103345743815,6.607368395996094
14,0.0,0.012605296447873116,0.013606076128780842,0.01612711139023304,140.14086409505208,141.06413173828125,0.036353450268507004,0.03678873926401138,6.7058187784830725,6.614685296630859
15,0.0,0.009948172606527805,0.013357837684452534,0.0157336238771677,139.93828999023438,141.0136056640625,0.03625347465276718,0.03679440915584564,6.72643325398763,6.59115708618164
16,0.0,0.01131418440490961,0.012911956757307053,0.015738654881715775,139.42401279296874,140.6149759765625,0.03601920232176781,0.03660355508327484,6.761175708007812,6.660961755371094
17,0.0,0.00935766939073801,0.012643043883144855,0.015777060762047768,139.1384495605469,140.6669568359375,0.035888541489839554,0.036491356790065765,6.8002482025146485,6.959930584716797
18,0.0,0.008661746047437191,0.012488607317209244,0.015775801613926888,138.84776342773438,140.47371044921874,0.03574870154261589,0.03642940893769264,6.8092449747721355,6.796038073730469
19,0.0,0.009572897106409073,0.012090533971786499,0.015757061541080475,138.60126181640624,140.40278857421876,0.035633303225040436,0.03635469079017639,6.829937743123373,6.9232902954101565
20,0.0,0.008611069060862064,0.011859912425279617,0.015443279407918453,138.52947861328124,140.03135126953126,0.0355871245265007,0.03627071529626846,6.850953447469076,6.792472998046875
