,mean_latent_error,test_mean_latent_error,random_latent_loss,random_mean_1_latent_loss,train_loss,test_loss,train_reconstruction_mse_loss,test_reconstruction_mse_loss,train_kl_divergence_error,test_kl_divergence_error
0,0.10198384523391724,0.04039953649044037,0.35073843598365784,0.6522491574287415,179.17845724283853,162.027595703125,0.05419188365340233,0.04691832885146141,4.336587895969053,5.373379949951172
1,0.04070815443992615,0.034800201654434204,0.03274478390812874,0.038384534418582916,158.00752661132813,154.42863740234375,0.044813189655542374,0.043360792100429535,5.53663564860026,5.606189135742188
2,0.03462003171443939,0.03142663463950157,0.02955050766468048,0.029723262414336205,152.75957127278645,151.28047314453124,0.04237639531493187,0.04176463931798935,5.844170735677083,6.060588366699219
3,0.030729983001947403,0.034716635942459106,0.025158042088150978,0.024764137342572212,149.8823248046875,149.29725947265624,0.04100193828344345,0.040809210389852524,6.060926924641927,6.057530389404297
4,0.025328416377305984,0.02302485890686512,0.01962537132203579,0.022650407627224922,147.86828525390624,147.5642744140625,0.04005640000104904,0.04004936292767525,6.155031216430664,6.018826751708985
5,0.02216845378279686,0.01968320459127426,0.01835205964744091,0.02039816789329052,146.39869095052083,148.01243740234375,0.039384305477142334,0.04013161361217499,6.255907559204101,6.402167785644531
6,0.019503153860569,0.018467992544174194,0.016173405572772026,0.018252557143568993,145.48278513997397,145.6824021484375,0.038924966007471085,0.0390736423432827,6.322509891764323,6.330723376464844
7,0.018378250300884247,0.015114592388272285,0.015739697962999344,0.019070282578468323,144.67003636067707,144.56457607421876,0.03855043277144432,0.03858654201030731,6.361549742635091,6.344419506835938
8,0.016575543209910393,0.015290933661162853,0.014433451928198338,0.018500331789255142,143.87528829752605,144.17389609375,0.038151003420352936,0.03833186998963356,6.438321461995443,6.357304553222656
9,0.016201797872781754,0.01400227565318346,0.014882445335388184,0.019138535484671593,143.27099594726562,143.68219619140626,0.03787790611386299,0.03808687627315521,6.47104353129069,6.523491296386719
10,0.014784549362957478,0.014815621078014374,0.013772532343864441,0.017067480832338333,142.55002584635417,142.75524931640626,0.03754512593150139,0.03767923638224602,6.513158944702148,6.675825463867188
11,0.014030816964805126,0.011648084968328476,0.012825511395931244,0.016307134181261063,141.9764858235677,143.23060302734376,0.03726835921406746,0.03785092011094093,6.568364465332031,6.6068794921875
