,mean_latent_error,test_mean_latent_error,random_latent_loss,random_mean_1_latent_loss,train_loss,test_loss,train_reconstruction_mse_loss,test_reconstruction_mse_loss,train_kl_divergence_error,test_kl_divergence_error
0,0.15027792751789093,0.0416397824883461,0.27655112743377686,0.449692040681839,181.2340072265625,163.573379296875,0.055257830768823624,0.04783366248011589,3.920507753088077,5.066648861694336
1,0.08328903466463089,0.040083155035972595,0.035495009273290634,0.058605536818504333,159.53746075846354,155.721619921875,0.04548969119787216,0.04401431977748871,5.344367317199707,5.392326080322266
2,0.07115881890058517,0.024717796593904495,0.03295823559165001,0.04987131059169769,153.93687397460937,151.51864208984375,0.042730867862701416,0.041887424886226654,5.728292425537109,5.877589923095703
3,0.05937309190630913,0.019901614636182785,0.025821518152952194,0.04191741719841957,150.74090283203125,149.46630810546876,0.04117176681756973,0.0407814159989357,5.951091139729818,6.234442199707031
4,0.04928386211395264,0.0204225592315197,0.020818470045924187,0.03883540257811546,148.66577081705728,147.7181837890625,0.04016369581222534,0.03992830589413643,6.109070834350586,6.342515380859375
5,0.04153265804052353,0.022503556683659554,0.017653295770287514,0.03796602040529251,146.89948525390625,146.201518359375,0.03931814804673195,0.03932981565594673,6.238006666056315,6.0853317199707035
6,0.03625074774026871,0.017506299540400505,0.01580607146024704,0.04681919515132904,145.72180991210936,145.241727734375,0.038758330047130585,0.03870554640889168,6.315069548543295,6.507758068847656
7,0.03256308287382126,0.01536700502038002,0.014064858667552471,0.034924302250146866,144.69114173177084,144.3661796875,0.03824949637055397,0.038465701043605804,6.416115633138021,6.198086169433593
8,0.028689943253993988,0.01331973634660244,0.012163433246314526,0.030015338212251663,143.8659883138021,143.75800087890624,0.03786534443497658,0.038069117814302444,6.456755716959635,6.437214611816406
9,0.027779003605246544,0.011141674593091011,0.01155660767108202,0.027851594612002373,143.29691259765625,143.256265625,0.03757699951529503,0.03780069574713707,6.528886930338541,6.573439343261719
10,0.025910478085279465,0.01347685232758522,0.011196681298315525,0.02762317657470703,142.69327275390626,142.7932400390625,0.037311818450689316,0.037658728659152985,6.557630212402343,6.4431599609375
11,0.023607876151800156,0.0105958366766572,0.01032810565084219,0.026998555287718773,141.98436066080728,142.290778125,0.036972567439079285,0.03739543259143829,6.604317033894857,6.534729370117187
12,0.021810907870531082,0.010911485180258751,0.010128443129360676,0.02889508567750454,141.69263118489584,141.570391796875,0.03682900220155716,0.037012357264757156,6.636412668863932,6.67352944946289
13,0.021277211606502533,0.00928451493382454,0.010019135661423206,0.02939355932176113,141.2049060546875,142.5959783203125,0.03660343214869499,0.03751719370484352,6.666452196248373,6.622238983154297
14,0.019579755142331123,0.009142250753939152,0.00911091547459364,0.027229823172092438,140.8535673014323,140.75169287109375,0.03643431514501572,0.03659934923052788,6.699256030273437,6.811347766113281
15,0.01955142430961132,0.007877699099481106,0.009612644091248512,0.027125218883156776,140.43358512369792,141.23596923828126,0.03623388335108757,0.0368143655359745,6.743166602579753,6.761581756591797
